"Flux/Origine","type","Statut","superviseur","Date posté","Date reçu","Date Traité","pseudo","Uid","Titre","Corps Message","Image","Prio","Id.N","ID du contenu","Action"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 13:07:59","22.03.2026 14:08:30","22.03.2026 14:08:31","Troll COBALT","","","Quelle diplomatie !","","26","26964591946","478444","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 12:03:38","22.03.2026 13:03:58","22.03.2026 13:04:00","Dominique S_12","","","Dans les années 80 et 90, on avait trop de médecins, et on n'entendait parler QUE du trou de la sécu. Dans les années 2000 et 2010, on n'en parlait plus du tout et les médecins commençaient à manquer. Depuis les années 2020, on entend à nouveau parler du trou de la sécu. Mais depuis 50 ans, personne ne s'est jamais plaint de ne pas avoir été remboursé de son Doliprane. Alors ne changeons rien...","","26","26964446801","478443","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 08:58:37","22.03.2026 09:58:59","22.03.2026 09:59:00","ANNE Y","","","Faudrait demander leur avis aux SDF morts de froid cet hiver...ah mince, ils ne sont plus là pour témoigner!! Après, en plein été, faire un sport intensif en plein cagnard est aussi un bon moyen de rejoindre St Pierre!","","26","26964030596","478442","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 08:33:50","22.03.2026 09:34:15","22.03.2026 09:34:24","DIDIER S_36","","","Comme tous les politiques et commentateurs, il ne semble pas y avoir de remise en cause « radicale » de l’organisation politique et du financement de notre système de soins, qui depuis bien longtemps n’est plus le meilleur, ni du monde, ni de l’Union européenne ! En gros, il faut plus d’argent, et « serrer les boulons » notamment sur les soignants ! Il semble échapper à beaucoup de politiques que plus on injecte de l’argent (que l’on a pas, ce qui aggrave la dette déjà colossale), plus la performance de notre système se dégrade tous azimuts. Personne ne semble penser que le problème n’est pas l’argent ou le budget. Pour mémoire en 2024, l’addition de dépenses d’Assurance maladie obligatoire, des complémentaires plus ou moins obligatoires, et des restes à charges pour le patient, dépassait les 320 milliards € ! Deuxième poste de dépenses de la Nation après les retraites. Et tous nos dirigeants veulent encore augmenter les dépenses, les uns en taxant les riches, les autres, les étrangers, etc. La créativité de nos dirigeants pour créer des prélèvements nouveaux est au moins aussi importante que celles des banquiers pour nous piquer nos sous ! Alors ce serait la faute au vieillissement, aux nouvelles connaissances et technologies, aux pathologies chroniques ? Vraiment ? Et personne ne s’interroge sur les résultats meilleurs de nos voisins … avec souvent beaucoup moins d’argent ? Sur la quasi-inexistence de vraies stratégies de prévention, notamment sur le sujet de la perte d’autonomie du sujet âgé (regarder un peu ce que font les Allemands depuis les années 90 !). Une grande partie de nos dirigeants, surtout à « gauche » mais pas seulement, ne veulent pas s’interroger sur le périmètre des personnes « ayant droit » d’accès à notre système ; ou sur la « financiarisation » qui détourne une part de plus en plus importante de ces milliards sans aucune plus-value sanitaire : c’est open-bar pour tous, tout le temps, partout !","","26","26963973736","478441","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 08:13:28","22.03.2026 09:13:54","22.03.2026 09:13:56","Dominique S_12","","","Voilà un beau discours à la Trump. Certains n'ont rien compris à la psychologie humaine.","","26","26963927262","478440","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 08:11:29","22.03.2026 09:11:34","22.03.2026 09:11:40","Dominique S_12","","","C'est quelqu'un qui n'exige pas d'avoir à la fois le beurre et l'argent du beurre. Perso j'ai liquidé à 65 ans en réduisant un peu mon activité. Mais cela ne m'aurait posé aucun problème d'appliquer cette nouvelle loi que j'approuve. Mon 80% me permettait de vivre normalement pendant 2 ans de plus. Et aujourd'hui à 74 ans, je touche 3000€ de retraite et 1500€ provenant de ma petite activité salariée. A noter que je cotise depuis 9 ans à fonds perdus. Par ailleurs, ma retraite ne sera jamais recalculée contrairement à celle des retraités récents. A chacun de s'adapter aux règles de son époque.","","26","26963922373","478439","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","22.03.2026 06:08:41","22.03.2026 07:09:07","22.03.2026 07:09:10","Foudupuix","","","Franchement, existe-t-il dans la vraie vie de médecin des moments où l'on a des difficultés à chercher quelle reco appliquer? Quand ça arrive, même les spécialistes de CHU n'ont pas de réponse à apporter à mes rares patients en errance diagnostique et thérapeutique.. Et l'IA? Recowflow déchargera donc au fil du temps (d'abord des cas ""complexes"", puis finalement, pourquoi se faire ch..., pour tout) le médecin de sa réflexion, et surtout de l'essence de sa propre passion. C'est génial qu'on vous dit. L'IA est aux neurones ce que le canapé est aux muscles. Oui, l'IA est le canapé des neurones. Vivement que l'IA mange à ma place. Comme ça je n'aurai plus besoin de réfléchir à quoi manger ni à tenir ma fourchette. Enfin! Quel progrès! En fait l'objectif des progrès actuels, c'est le confort, et visiblement le confort pour l'humain, c'est devenir un légume. Je suis passionné d'échecs. Passion car je réfléchis enn faisant appel à mes connaissances et mon experience, je veux parvenir à mes fins par moi-même, seul. Et quel plaisir immense et motivant quand j'y parviens. Pourquoi je demanderai à l'IA de jouer à ma place? Le monde est fou.","","26","26963689072","478438","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 19:03:31","21.03.2026 20:03:41","21.03.2026 20:03:44","JEAN FRANCOIS R_9","","","Le médecin est souvent contraint par le secret professionnel ? captif de sons sens du devoir et de son empathie et manque chroniquement de temps. Rien n'est simple. L'échelon départemental de son ordre propose souvent des solutions. Dans le département où j'ai siégé nous avions développé des accords et des référents ""agression "" avec les forces de l'ordre et la Magistrature joignables H24 en direct. Nous y avons trouvé beaucoup de soutien et de bonne volonté. Et un membre du conseil assurait la permanence.","","26","26962675694","478437","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 18:50:37","21.03.2026 19:50:59","21.03.2026 19:51:00","JEAN FRANCOIS R_9","","","Je le sais bien. Mais je voulais le souligner à Anne Y qui semble éprouver quelques difficultés avec ce degré là.","","26","26962646206","478436","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 18:44:50","21.03.2026 19:45:22","21.03.2026 19:45:23","JEAN FRANCOIS R_9","","","ça n'arriverai plus. Les ""potes"" sont systématiquement écartés des commissions de conciliation et le risque est réel d'exclusion en cas de fraude. Cependant tu peux (et à mon avis ""doit"", te faire assister d'un conseiller voire de ton avocat, tout comme le patient peut le faire d'un avocat et, s'il est médecin d'un conseiller aussi.","","26","26962633732","478435","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 18:38:23","21.03.2026 19:38:41","21.03.2026 19:38:43","JEAN FRANCOIS R_9","","","Les dysfonctionnements de l'échelon national n'étaient pas le sujet de ce film. C'était celui des main- mises locales et du népotisme Et l'histoire vraie qui a inspirée ce film, rémoise, illustre non seulement cela mais aussi le lobbying des chefs de CHU qui se faisaient élire dans les CDOM comme bâton de vieillesse afin de garder du pouvoir (illusion de l' hubris ?)","","26","26962619262","478434","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 17:36:07","21.03.2026 18:36:09","21.03.2026 18:36:14","Candide","","","Bel exemple de déni de réalité : la parité dans les troupes de choc, la légion, les paras. ! Sans compter les ateliers de couture ! Quant à la parité dans les candidatures aux élections, on en voit actuellement les conséquences : abstention massive, absence de candidature, listes uniques . Les femmes ont le droit de se présenter, mais aussi celui de ne pas se présenter. La parité n'est qu'une mesure électoraliste qui empoisonne tout le monde et d'abord les femmes (c'est un des calculs machiavéliques : créer des problèmes nouveaux pour dissimuler ceux qui ne sont pas résolus) . Quelle humiliation cette discrimination positive dont on sait que de façon générale elle est une catastrophe, bien illustrée aussi dans les universités américaines où sous prétexte d'antiracisme, on fabrique au contraire le racialisme et ... le racisme, où les profs sont persécutés par les minorités et les résultats aux examens faussés ?","","26","26962476291","478433","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 17:35:42","21.03.2026 18:36:01","21.03.2026 18:36:03","I.A","","","Question pour un champion ; « A efficacité statistiquement équivalente pour un même cas clinique, que vaut il mieux prescrire : une médecine alternative au choix, ou un médicament conventionnel de big-pharma hors AMM pour ce cas précis, ou un médicament conventionnel ayant AMM pour ce cas précis, mais sans prise en charge par la SS. Et pourquoi ? ».","","26","26962475908","478432","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 16:45:07","21.03.2026 17:45:32","21.03.2026 17:46:10","JEAN FRANCOIS R_9","","","À quoi sert un ordre professionnel ? Il contrôle l’accès à la profession (inscrip-tion au tableau, vérification des diplômes, qualifications) et tient à jour la liste des membres autorisés à exercer. Il élabore et fait respecter un code de déontologie, veille à la qualité des pratiques, instruit les plaintes et peut engager des procédures disciplinaires spécifiques à la profession. Les pouvoirs et règles des différents échelons de l'ordre des médecins sont décrits dans le Code de Santé Publique Art. L 4124 & suivants. Il conseille les pouvoirs publics, donne des avis sur les textes, représente l’intérêt collectif de la profession et, indirectement, des usagers (patients, justiciables, etc.). Quel est son avantage par rapport à la seule Justice? La Justice (civile ou pénale) intervient a posteriori, sur des faits graves, selon le droit commun ; elle ne définit ni ne met à jour les normes professionnelles fines. L’ordre, lui, peut intervenir plus tôt, sur des manquements déontologiques qui ne relèvent pas forcément du pénal, et adapter en continu les règles aux évolutions techniques, éthiques, sociétales. Il offre aussi des voies de médiation et de résolution de conflits plus rapides et spécialisées que le seul recours judiciaire, AVEC UNE COMPREHENSION INTERNE DES REALITES DE LA PROFESSION. L’avantage d’un ordre est d’ajouter à la Justice une couche de régulation professionnelle SPECIALISEE, continue et préventive, qui vise la qualité et l’éthique du métier autant que la sanction des dérives. L'ORDRE DES MECECINS QUI GERE ACTUELLEMENT LA PROFESSION EN FRANCE A ETE CONSTITUE LE 24 SEPTEMBRE 1945, par l’ordonnance n° 45-2184 du Gouvernement provisoire de la République française, SOUS LA PRESIDENCE DU GENERAL DE GAULLE. Un premier Ordre avait été créé sous Vichy par la loi du 7 octobre 1940, mais IL FUT DISSOUS à la Libération (ordonnance du 18 octobre 1943) pour rupture avec la légalité républicaine. L’ordonnance de 1945 instaure la structure actuelle : conseils départementaux élus, Conseil national, mission de déontologie et d’éthique, avec des médecins élus aux instances. Il y a sûrement besoin de réformes et surtout de ""rétrocontrôle"" , mais , comme le souligne ""Licorne"", il faut que la profession réfléchisse bien avant que de se débarrasser de cette structure qui la placerait devant la rigueur de la Justice. Pour exemple, je vous rappelle que vacciner quelqu'un vous place devant la Loi en position d'être mis en cause pour ""coups et blessures volontaires"".","","26","26962365687","478431","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 14:08:30","21.03.2026 15:09:03","21.03.2026 15:09:13","I.A","","","Bizarre, on ne parle pas des arrêts de travail coûteux non justifiés","","26","26962036613","478430","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 14:06:00","21.03.2026 15:06:07","21.03.2026 15:06:08","I.A","","","C'est déjà commencé, la preuve, ça marche!","","26","26962030425","478429","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 14:02:45","21.03.2026 15:03:14","21.03.2026 15:03:16","I.A","","","C'est pour cela que plus on devient vieux, plus on marche moins, plus on finit par mourir. Bref, on remplace ""I.P"" par n'importe quoi, et on peut faire ainsi des milliers d'études qui ne servent à rien, sauf à améliorer son H-index ( publication + ou - ça fait toujours des points de plus dans le calcul de la renommée), ce qu'a fait Raoult en son domaine.","","26","26962023494","478428","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 12:48:37","21.03.2026 13:49:07","21.03.2026 13:49:10","LR","","","C’est quoi un « vrai » cumulard?","","26","26961857411","478427","Editer"
"GPS - Le Quotidien du Médecin - Site (LQDMC)","Commentaire","Traité
Accepté","","21.03.2026 12:39:31","21.03.2026 13:39:40","21.03.2026 13:39:44","Dominique S_12","","","@Le doc. Les vrais cumulards le sont après 67 ans. Donc pour eux, la nouvelle loi n'a aucune conséquence. Cette loi veut légitimement éviter les fermetures précoces de cabinet. Oui à un cumul retraite salariat sur plateforme de TLC, mais pas trop tôt. L'essor de la téléconsultation ne doit pas se faire au détriment du présentiel.","","26","26961836156","478426","Editer"
